Date,District,Confirmed,Recovered,Deceased
16-Sep-20,Alappuzha,8691,6317,18
16-Sep-20,Ernakulam,9936,6814,50
16-Sep-20,Idukki,2436,1856,3
16-Sep-20,Kannur,6758,4494,37
16-Sep-20,Kasaragod,7540,5519,38
16-Sep-20,Kollam,7596,4900,32
16-Sep-20,Kottayam,6695,4401,3
16-Sep-20,Kozhikode,9738,6722,46
16-Sep-20,Malappuram,13863,10557,41
16-Sep-20,Palakkad,6839,5165,18
16-Sep-20,Pathanamthitta,5184,3987,3
16-Sep-20,Thiruvananthapuram,22953,17093,157
16-Sep-20,Thrissur,7385,5096,29
16-Sep-20,Wayanad,2250,1687,5
17-Sep-20,Alappuzha,9058,6513,18
17-Sep-20,Ernakulam,10319,7171,50
17-Sep-20,Idukki,2540,1903,3
17-Sep-20,Kannur,7018,4591,37
17-Sep-20,Kasaragod,7859,5643,38
17-Sep-20,Kollam,7814,5225,35
17-Sep-20,Kottayam,6899,4521,3
17-Sep-20,Kozhikode,10283,6997,47
17-Sep-20,Malappuram,14214,10771,42
17-Sep-20,Palakkad,7080,5279,18
17-Sep-20,Pathanamthitta,5320,4089,3
17-Sep-20,Thiruvananthapuram,23773,17640,160
17-Sep-20,Thrissur,7681,5236,31
17-Sep-20,Wayanad,2357,1766,5
18-Sep-20,Alappuzha,9332,6659,18
18-Sep-20,Ernakulam,10667,7392,51
18-Sep-20,Idukki,2640,1976,3
18-Sep-20,Kannur,7348,4760,37
18-Sep-20,Kasaragod,8004,5753,39
18-Sep-20,Kollam,8169,5570,36
18-Sep-20,Kottayam,7124,4633,3
18-Sep-20,Kozhikode,10687,7345,47
18-Sep-20,Malappuram,14511,11036,45
18-Sep-20,Palakkad,7348,5397,19
18-Sep-20,Pathanamthitta,5421,4217,3
18-Sep-20,Thiruvananthapuram,24699,18128,164
18-Sep-20,Thrissur,8007,5378,32
18-Sep-20,Wayanad,2425,1845,5
19-Sep-20,Alappuzha,9680,6883,18
19-Sep-20,Ernakulam,11018,7581,53
19-Sep-20,Idukki,2687,2030,3
19-Sep-20,Kannur,7570,4851,37
19-Sep-20,Kasaragod,8195,5955,41
19-Sep-20,Kollam,8605,5813,39
19-Sep-20,Kottayam,7387,4752,3
19-Sep-20,Kozhikode,11099,7689,47
19-Sep-20,Malappuram,15045,11362,45
19-Sep-20,Palakkad,7697,5527,21
19-Sep-20,Pathanamthitta,5642,4371,3
19-Sep-20,Thiruvananthapuram,25523,18692,169
19-Sep-20,Thrissur,8358,5569,36
19-Sep-20,Wayanad,2520,1876,5
20-Sep-20,Alappuzha,9899,7085,18
20-Sep-20,Ernakulam,11555,7870,54
20-Sep-20,Idukki,2764,2095,3
20-Sep-20,Kannur,7812,5008,37
20-Sep-20,Kasaragod,8403,6118,42
20-Sep-20,Kollam,8935,5964,40
20-Sep-20,Kottayam,7661,4873,8
20-Sep-20,Kozhikode,11635,7929,47
20-Sep-20,Malappuram,15528,11750,48
20-Sep-20,Palakkad,7986,5672,22
20-Sep-20,Pathanamthitta,5832,4460,3
20-Sep-20,Thiruvananthapuram,26415,19170,171
20-Sep-20,Thrissur,8680,5779,38
20-Sep-20,Wayanad,2617,1929,5
21-Sep-20,Alappuzha,10011,7319,18
21-Sep-20,Ernakulam,11854,8167,54
21-Sep-20,Idukki,2846,2132,3
21-Sep-20,Kannur,8126,5047,40
21-Sep-20,Kasaragod,8513,6294,42
21-Sep-20,Kollam,9130,6207,40
21-Sep-20,Kottayam,7817,5009,8
21-Sep-20,Kozhikode,12011,8348,47
21-Sep-20,Malappuram,15877,12236,56
21-Sep-20,Palakkad,8153,5843,25
21-Sep-20,Pathanamthitta,5848,4539,3
21-Sep-20,Thiruvananthapuram,26948,19689,175
21-Sep-20,Thrissur,8863,5919,38
21-Sep-20,Wayanad,2635,1975,5
22-Sep-20,Alappuzha,10414,7550,18
22-Sep-20,Ernakulam,12260,8417,55
22-Sep-20,Idukki,2888,2174,3
22-Sep-20,Kannur,8269,5261,41
22-Sep-20,Kasaragod,8710,6515,42
22-Sep-20,Kollam,9477,6422,42
22-Sep-20,Kottayam,7986,5123,8
22-Sep-20,Kozhikode,12405,8478,47
22-Sep-20,Malappuram,16321,12704,58
22-Sep-20,Palakkad,8395,6078,26
22-Sep-20,Pathanamthitta,6055,4656,3
22-Sep-20,Thiruvananthapuram,27629,20158,186
22-Sep-20,Thrissur,9232,6159,39
22-Sep-20,Wayanad,2716,2036,5
23-Sep-20,Alappuzha,10915,7717,18
23-Sep-20,Ernakulam,12884,8671,55
23-Sep-20,Idukki,2967,2229,3
23-Sep-20,Kannur,8634,5403,41
23-Sep-20,Kasaragod,8846,6817,42
23-Sep-20,Kollam,9980,6574,45
23-Sep-20,Kottayam,8248,5398,8
23-Sep-20,Kozhikode,12909,8905,59
23-Sep-20,Malappuram,16833,13076,60
23-Sep-20,Palakkad,8673,6228,26
23-Sep-20,Pathanamthitta,6278,4783,3
23-Sep-20,Thiruvananthapuram,28481,20479,189
23-Sep-20,Thrissur,9710,6339,39
23-Sep-20,Wayanad,2775,2063,5
24-Sep-20,Alappuzha,11368,7900,25
24-Sep-20,Ernakulam,13474,8919,56
24-Sep-20,Idukki,3118,2290,3
24-Sep-20,Kannur,9040,5834,41
24-Sep-20,Kasaragod,9146,6975,42
24-Sep-20,Kollam,10420,6769,45
24-Sep-20,Kottayam,8589,5528,8
24-Sep-20,Kozhikode,13792,9213,60
24-Sep-20,Malappuram,17596,13589,60
24-Sep-20,Palakkad,9026,6342,26
24-Sep-20,Pathanamthitta,6467,4882,3
24-Sep-20,Thiruvananthapuram,29356,20775,200
24-Sep-20,Thrissur,10184,6666,40
24-Sep-20,Wayanad,2881,2168,5
25-Sep-20,Alappuzha,11919,8118,29
25-Sep-20,Ernakulam,14129,9244,56
25-Sep-20,Idukki,3232,2359,3
25-Sep-20,Kannur,9459,6051,41
25-Sep-20,Kasaragod,9414,7082,42
25-Sep-20,Kollam,10989,6976,47
25-Sep-20,Kottayam,8911,5721,12
25-Sep-20,Kozhikode,14482,9685,61
25-Sep-20,Malappuram,18380,14177,61
25-Sep-20,Palakkad,9445,6565,26
25-Sep-20,Pathanamthitta,6658,5002,4
25-Sep-20,Thiruvananthapuram,30170,21186,206
25-Sep-20,Thrissur,10791,6918,43
25-Sep-20,Wayanad,2955,2247,5
26-Sep-20,Alappuzha,12333,8453,33
26-Sep-20,Ernakulam,14858,9490,59
26-Sep-20,Idukki,3339,2423,3
26-Sep-20,Kannur,9894,6198,41
26-Sep-20,Kasaragod,9638,7159,48
26-Sep-20,Kollam,11578,7164,47
26-Sep-20,Kottayam,9300,5884,12
26-Sep-20,Kozhikode,15166,10099,61
26-Sep-20,Malappuram,19206,14663,64
26-Sep-20,Palakkad,9992,6788,26
26-Sep-20,Pathanamthitta,6987,5151,5
26-Sep-20,Thiruvananthapuram,31220,21559,208
26-Sep-20,Thrissur,11385,7158,45
26-Sep-20,Wayanad,3044,2341,5
27-Sep-20,Alappuzha,12809,8759,34
27-Sep-20,Ernakulam,15782,9827,61
27-Sep-20,Idukki,3464,2517,3
27-Sep-20,Kannur,10226,6351,43
27-Sep-20,Kasaragod,9890,7369,49
27-Sep-20,Kollam,12268,7433,48
27-Sep-20,Kottayam,9726,6007,13
27-Sep-20,Kozhikode,16122,10502,65
27-Sep-20,Malappuram,20121,15062,64
27-Sep-20,Palakkad,10480,6994,28
27-Sep-20,Pathanamthitta,7250,5276,5
27-Sep-20,Thiruvananthapuram,32073,21993,214
27-Sep-20,Thrissur,11958,7373,46
27-Sep-20,Wayanad,3216,2458,5
28-Sep-20,Alappuzha,13058,9108,36
28-Sep-20,Ernakulam,16319,10047,61
28-Sep-20,Idukki,3578,2553,3
28-Sep-20,Kannur,10536,6475,43
28-Sep-20,Kasaragod,10012,7458,53
28-Sep-20,Kollam,12609,7615,48
28-Sep-20,Kottayam,9939,6129,16
28-Sep-20,Kozhikode,17040,11147,70
28-Sep-20,Malappuram,20526,15483,67
28-Sep-20,Palakkad,10858,7194,28
28-Sep-20,Pathanamthitta,7288,5426,5
28-Sep-20,Thiruvananthapuram,32559,22499,217
28-Sep-20,Thrissur,12341,7613,46
28-Sep-20,Wayanad,3260,2521,5
29-Sep-20,Alappuzha,13582,9381,36
29-Sep-20,Ernakulam,17178,10263,61
29-Sep-20,Idukki,3635,2637,3
29-Sep-20,Kannur,10968,6672,48
29-Sep-20,Kasaragod,10465,7577,53
29-Sep-20,Kollam,13192,7877,51
29-Sep-20,Kottayam,10275,6286,18
29-Sep-20,Kozhikode,17877,11612,70
29-Sep-20,Malappuram,21566,16002,71
29-Sep-20,Palakkad,11232,7463,30
29-Sep-20,Pathanamthitta,7559,5563,5
29-Sep-20,Thiruvananthapuram,33494,22932,220
29-Sep-20,Thrissur,12825,7849,49
29-Sep-20,Wayanad,3429,2574,5
30-Sep-20,Alappuzha,14261,9683,39
30-Sep-20,Ernakulam,18234,10526,62
30-Sep-20,Idukki,3792,2658,3
30-Sep-20,Kannur,11487,6854,48
30-Sep-20,Kasaragod,10786,7737,54
30-Sep-20,Kollam,14004,8172,51
30-Sep-20,Kottayam,10717,6414,19
30-Sep-20,Kozhikode,18819,12201,70
30-Sep-20,Malappuram,22543,16603,73
30-Sep-20,Palakkad,11863,7669,38
30-Sep-20,Pathanamthitta,7845,5767,6
30-Sep-20,Thiruvananthapuram,34480,23311,226
30-Sep-20,Thrissur,13633,8004,49
30-Sep-20,Wayanad,3643,2625,5
01-Oct-20,Alappuzha,15065,9874,40
01-Oct-20,Ernakulam,19168,10752,69
01-Oct-20,Idukki,3922,2728,3
01-Oct-20,Kannur,11922,6983,48
01-Oct-20,Kasaragod,11257,8026,57
01-Oct-20,Kollam,14637,8385,53
01-Oct-20,Kottayam,11057,6562,19
01-Oct-20,Kozhikode,19891,12534,70
01-Oct-20,Malappuram,23511,16925,73
01-Oct-20,Palakkad,12376,7782,38
01-Oct-20,Pathanamthitta,8068,5849,6
01-Oct-20,Thiruvananthapuram,35336,23674,236
01-Oct-20,Thrissur,14246,8294,55
01-Oct-20,Wayanad,3786,2684,5
02-Oct-20,Alappuzha,15670,10216,43
02-Oct-20,Ernakulam,20210,10964,71
02-Oct-20,Idukki,4058,2821,3
02-Oct-20,Kannur,12547,7286,48
02-Oct-20,Kasaragod,11733,8184,57
02-Oct-20,Kollam,15529,8680,59
02-Oct-20,Kottayam,11489,6736,23
02-Oct-20,Kozhikode,21037,12957,71
02-Oct-20,Malappuram,24527,17876,73
02-Oct-20,Palakkad,13009,8003,38
02-Oct-20,Pathanamthitta,8307,6067,6
02-Oct-20,Thiruvananthapuram,36432,24031,240
02-Oct-20,Thrissur,15058,8564,55
02-Oct-20,Wayanad,3894,2759,5
03-Oct-20,Alappuzha,16303,10702,43
03-Oct-20,Ernakulam,21135,11366,71
03-Oct-20,Idukki,4164,2936,4
03-Oct-20,Kannur,12970,7490,54
03-Oct-20,Kasaragod,11990,8313,58
03-Oct-20,Kollam,16063,8964,59
03-Oct-20,Kottayam,11831,6938,23
03-Oct-20,Kozhikode,21978,13235,76
03-Oct-20,Malappuram,25500,18517,73
03-Oct-20,Palakkad,13505,8189,38
03-Oct-20,Pathanamthitta,8603,6198,6
03-Oct-20,Thiruvananthapuram,37481,24937,248
03-Oct-20,Thrissur,15836,8984,56
03-Oct-20,Wayanad,3975,2851,5
04-Oct-20,Alappuzha,16847,11310,47
04-Oct-20,Ernakulam,22087,11771,73
04-Oct-20,Idukki,4260,3016,4
04-Oct-20,Kannur,13525,7599,55
04-Oct-20,Kasaragod,12268,8506,58
04-Oct-20,Kollam,16929,9364,60
04-Oct-20,Kottayam,12305,7256,23
04-Oct-20,Kozhikode,23142,13637,76
04-Oct-20,Malappuram,26292,19232,79
04-Oct-20,Palakkad,14001,8406,39
04-Oct-20,Pathanamthitta,8918,6365,6
04-Oct-20,Thiruvananthapuram,38600,25817,256
04-Oct-20,Thrissur,16629,9244,56
04-Oct-20,Wayanad,4084,2948,5
05-Oct-20,Alappuzha,17046,11697,51
05-Oct-20,Ernakulam,22792,12007,78
05-Oct-20,Idukki,4331,3077,4
05-Oct-20,Kannur,13864,7729,58
05-Oct-20,Kasaragod,12475,8671,58
05-Oct-20,Kollam,17387,9647,61
05-Oct-20,Kottayam,12659,7656,25
05-Oct-20,Kozhikode,23783,14144,77
05-Oct-20,Malappuram,26898,19989,81
05-Oct-20,Palakkad,14282,8733,39
05-Oct-20,Pathanamthitta,8943,6467,6
05-Oct-20,Thiruvananthapuram,39300,26727,258
05-Oct-20,Thrissur,17054,9529,59
05-Oct-20,Wayanad,4115,3038,5
06-Oct-20,Alappuzha,17470,11999,52
06-Oct-20,Ernakulam,23629,12344,78
06-Oct-20,Idukki,4387,3163,4
06-Oct-20,Kannur,14409,7980,60
06-Oct-20,Kasaragod,12891,8873,59
06-Oct-20,Kollam,18232,10132,66
06-Oct-20,Kottayam,13086,8017,28
06-Oct-20,Kozhikode,24519,14772,77
06-Oct-20,Malappuram,27752,20530,85
06-Oct-20,Palakkad,14802,9009,39
06-Oct-20,Pathanamthitta,9273,6647,6
06-Oct-20,Thiruvananthapuram,40289,27577,267
06-Oct-20,Thrissur,17811,9909,59
06-Oct-20,Wayanad,4250,3140,5
07-Oct-20,Alappuzha,18142,12392,53
07-Oct-20,Ernakulam,24830,12729,78
07-Oct-20,Idukki,4507,3252,5
07-Oct-20,Kannur,15011,9168,60
07-Oct-20,Kasaragod,13323,9046,59
07-Oct-20,Kollam,19084,10478,67
07-Oct-20,Kottayam,13576,8470,28
07-Oct-20,Kozhikode,26095,15361,77
07-Oct-20,Malappuram,29102,21273,90
07-Oct-20,Palakkad,15452,9346,39
07-Oct-20,Pathanamthitta,9666,6869,6
07-Oct-20,Thiruvananthapuram,41471,28397,281
07-Oct-20,Thrissur,18759,10229,59
07-Oct-20,Wayanad,4388,3243,5
08-Oct-20,Alappuzha,18459,12849,53
08-Oct-20,Ernakulam,25221,13436,79
08-Oct-20,Idukki,4628,3321,5
08-Oct-20,Kannur,15388,9555,60
08-Oct-20,Kasaragod,13559,9151,61
08-Oct-20,Kollam,19581,10737,70
08-Oct-20,Kottayam,13807,8845,28
08-Oct-20,Kozhikode,26783,16474,85
08-Oct-20,Malappuram,30126,22149,90
08-Oct-20,Palakkad,15737,9753,39
08-Oct-20,Pathanamthitta,9961,7008,6
08-Oct-20,Thiruvananthapuram,41938,29917,291
08-Oct-20,Thrissur,19144,10689,59
08-Oct-20,Wayanad,4519,3372,5
09-Oct-20,Alappuzha,19252,13197,55
09-Oct-20,Ernakulam,26132,13894,83
09-Oct-20,Idukki,4781,3419,5
09-Oct-20,Kannur,15944,10047,60
09-Oct-20,Kasaragod,13925,9600,62
09-Oct-20,Kollam,20295,12121,74
09-Oct-20,Kottayam,14329,9297,29
09-Oct-20,Kozhikode,27988,17309,86
09-Oct-20,Malappuram,31300,23058,94
09-Oct-20,Palakkad,16409,10068,39
09-Oct-20,Pathanamthitta,10251,7230,6
09-Oct-20,Thiruvananthapuram,42950,30991,298
09-Oct-20,Thrissur,19899,11549,60
09-Oct-20,Wayanad,4646,3524,5
10-Oct-20,Alappuzha,20095,13723,55
10-Oct-20,Ernakulam,27323,14877,91
10-Oct-20,Idukki,4920,3476,5
10-Oct-20,Kannur,16671,10384,62
10-Oct-20,Kasaragod,14464,9896,62
10-Oct-20,Kollam,21402,13143,76
10-Oct-20,Kottayam,14852,9470,29
10-Oct-20,Kozhikode,29312,18274,86
10-Oct-20,Malappuram,32932,24119,95
10-Oct-20,Palakkad,17086,10464,40
10-Oct-20,Pathanamthitta,10599,7439,6
10-Oct-20,Thiruvananthapuram,44260,31896,307
10-Oct-20,Thrissur,21107,12059,60
10-Oct-20,Wayanad,4833,3654,5
11-Oct-20,Alappuzha,20714,14452,59
11-Oct-20,Ernakulam,28551,15913,91
11-Oct-20,Idukki,5043,3526,5
11-Oct-20,Kannur,17084,10731,64
11-Oct-20,Kasaragod,14706,10401,64
11-Oct-20,Kollam,22114,14564,79
11-Oct-20,Kottayam,15269,9631,31
11-Oct-20,Kozhikode,30531,19228,88
11-Oct-20,Malappuram,34383,25178,100
11-Oct-20,Palakkad,17726,11010,40
11-Oct-20,Pathanamthitta,10977,7679,6
11-Oct-20,Thiruvananthapuram,45057,33096,309
11-Oct-20,Thrissur,22067,12639,63
11-Oct-20,Wayanad,4981,3750,5
12-Oct-20,Alappuzha,21332,15046,61
12-Oct-20,Ernakulam,29031,16931,94
12-Oct-20,Idukki,5137,3555,6
12-Oct-20,Kannur,17358,10861,69
12-Oct-20,Kasaragod,15001,10746,64
12-Oct-20,Kollam,22457,14990,80
12-Oct-20,Kottayam,15651,10086,31
12-Oct-20,Kozhikode,31400,20534,92
12-Oct-20,Malappuram,35123,26093,100
12-Oct-20,Palakkad,18014,11454,40
12-Oct-20,Pathanamthitta,11163,7830,6
12-Oct-20,Thiruvananthapuram,45686,33926,315
12-Oct-20,Thrissur,22764,13729,63
12-Oct-20,Wayanad,5016,3853,5
13-Oct-20,Alappuzha,21820,15580,65
13-Oct-20,Ernakulam,30153,18054,98
13-Oct-20,Idukki,5216,3684,6
13-Oct-20,Kannur,17728,11303,70
13-Oct-20,Kasaragod,15324,11168,65
13-Oct-20,Kollam,23364,15400,80
13-Oct-20,Kottayam,16127,10566,31
13-Oct-20,Kozhikode,32513,21770,100
13-Oct-20,Malappuram,36262,26865,103
13-Oct-20,Palakkad,18620,11839,40
13-Oct-20,Pathanamthitta,11407,8033,6
13-Oct-20,Thiruvananthapuram,46463,34741,315
13-Oct-20,Thrissur,23774,14379,63
13-Oct-20,Wayanad,5126,3975,5
14-Oct-20,Alappuzha,22276,16154,67
14-Oct-20,Ernakulam,30946,18877,100
14-Oct-20,Idukki,5330,3839,6
14-Oct-20,Kannur,18031,11739,71
14-Oct-20,Kasaragod,15548,11511,65
14-Oct-20,Kollam,23915,16025,81
14-Oct-20,Kottayam,16477,10709,31
14-Oct-20,Kozhikode,33174,22606,102
14-Oct-20,Malappuram,37275,28384,109
14-Oct-20,Palakkad,18984,12288,40
14-Oct-20,Pathanamthitta,11576,8354,6
14-Oct-20,Thiruvananthapuram,47044,35612,321
14-Oct-20,Thrissur,24355,15010,63
14-Oct-20,Wayanad,5210,4041,5
15-Oct-20,Alappuzha,22797,16619,69
15-Oct-20,Ernakulam,32155,19596,103
15-Oct-20,Idukki,5473,3963,6
15-Oct-20,Kannur,18588,12389,71
15-Oct-20,Kasaragod,15859,11781,65
15-Oct-20,Kollam,24466,16819,83
15-Oct-20,Kottayam,16972,10887,31
15-Oct-20,Kozhikode,34438,23291,104
15-Oct-20,Malappuram,37722,29394,113
15-Oct-20,Palakkad,19338,12729,40
15-Oct-20,Pathanamthitta,11824,8656,6
15-Oct-20,Thiruvananthapuram,47723,36387,330
15-Oct-20,Thrissur,25222,15560,64
15-Oct-20,Wayanad,5353,4160,5
16-Oct-20,Alappuzha,23360,16800,69
16-Oct-20,Ernakulam,32761,20439,103
16-Oct-20,Idukki,5597,4016,7
16-Oct-20,Kannur,18993,12829,80
16-Oct-20,Kasaragod,16093,12087,65
16-Oct-20,Kollam,24884,17586,83
16-Oct-20,Kottayam,17404,11133,31
16-Oct-20,Kozhikode,35408,24445,107
16-Oct-20,Malappuram,38747,29826,113
16-Oct-20,Palakkad,19986,13051,40
16-Oct-20,Pathanamthitta,12120,8913,7
16-Oct-20,Thiruvananthapuram,48318,37167,335
16-Oct-20,Thrissur,26031,16391,69
16-Oct-20,Wayanad,5511,4315,5
17-Oct-20,Alappuzha,23989,17329,71
17-Oct-20,Ernakulam,33783,21380,104
17-Oct-20,Idukki,5737,4079,7
17-Oct-20,Kannur,19457,13390,81
17-Oct-20,Kasaragod,16373,12603,65
17-Oct-20,Kollam,25540,18304,86
17-Oct-20,Kottayam,17815,11350,34
17-Oct-20,Kozhikode,36334,25502,109
17-Oct-20,Malappuram,40266,30339,117
17-Oct-20,Palakkad,20674,13394,40
17-Oct-20,Pathanamthitta,12323,9215,7
17-Oct-20,Thiruvananthapuram,49166,38027,342
17-Oct-20,Thrissur,27140,17618,72
17-Oct-20,Wayanad,5632,4459,5
18-Oct-20,Alappuzha,24374,17697,72
18-Oct-20,Ernakulam,34513,22687,108
18-Oct-20,Idukki,5899,4210,7
18-Oct-20,Kannur,19919,13927,81
18-Oct-20,Kasaragod,16624,12828,65
18-Oct-20,Kollam,26080,18944,86
18-Oct-20,Kottayam,18329,11566,34
18-Oct-20,Kozhikode,37310,26695,111
18-Oct-20,Malappuram,41665,31144,120
18-Oct-20,Palakkad,21016,13669,46
18-Oct-20,Pathanamthitta,12502,9590,7
18-Oct-20,Thiruvananthapuram,49851,39237,346
18-Oct-20,Thrissur,28002,18624,74
18-Oct-20,Wayanad,5776,4581,5
19-Oct-20,Alappuzha,24714,18035,72
19-Oct-20,Ernakulam,35111,23665,113
19-Oct-20,Idukki,5927,4263,7
19-Oct-20,Kannur,20212,13999,82
19-Oct-20,Kasaragod,16744,13121,66
19-Oct-20,Kollam,26458,19571,88
19-Oct-20,Kottayam,18509,11766,34
19-Oct-20,Kozhikode,38082,27717,115
19-Oct-20,Malappuram,42575,31442,123
19-Oct-20,Palakkad,21287,14016,46
19-Oct-20,Pathanamthitta,12534,9772,7
19-Oct-20,Thiruvananthapuram,50367,40907,349
19-Oct-20,Thrissur,28535,19885,76
19-Oct-20,Wayanad,5827,4709,5
20-Oct-20,Alappuzha,25306,18321,74
20-Oct-20,Ernakulam,35755,24639,115
20-Oct-20,Idukki,5999,4348,7
20-Oct-20,Kannur,20612,14543,86
20-Oct-20,Kasaragod,16889,13530,66
20-Oct-20,Kollam,27027,20317,88
20-Oct-20,Kottayam,18982,12170,34
20-Oct-20,Kozhikode,38888,28746,115
20-Oct-20,Malappuram,43361,32535,128
20-Oct-20,Palakkad,21690,14287,46
20-Oct-20,Pathanamthitta,12782,10073,8
20-Oct-20,Thiruvananthapuram,50837,41267,354
20-Oct-20,Thrissur,29431,20645,81
20-Oct-20,Wayanad,5914,4822,5
21-Oct-20,Alappuzha,26126,19090,75
21-Oct-20,Ernakulam,36945,25609,118
21-Oct-20,Idukki,6099,4419,7
21-Oct-20,Kannur,21178,14969,89
21-Oct-20,Kasaragod,17089,13778,66
21-Oct-20,Kollam,27769,21028,93
21-Oct-20,Kottayam,19508,12574,34
21-Oct-20,Kozhikode,40046,29451,115
21-Oct-20,Malappuram,44029,33367,128
21-Oct-20,Palakkad,22107,14660,48
21-Oct-20,Pathanamthitta,13029,10403,9
21-Oct-20,Thiruvananthapuram,51494,41972,359
21-Oct-20,Thrissur,30377,20848,87
21-Oct-20,Wayanad,6046,4914,5
22-Oct-20,Alappuzha,26963,19859,76
22-Oct-20,Ernakulam,37874,26023,123
22-Oct-20,Idukki,6164,4513,7
22-Oct-20,Kannur,21555,15541,89
22-Oct-20,Kasaragod,17305,14033,66
22-Oct-20,Kollam,28250,21778,95
22-Oct-20,Kottayam,19840,12741,35
22-Oct-20,Kozhikode,40978,30604,117
22-Oct-20,Malappuram,44926,34098,133
22-Oct-20,Palakkad,22572,14899,48
22-Oct-20,Pathanamthitta,13224,10653,9
22-Oct-20,Thiruvananthapuram,52332,42881,364
22-Oct-20,Thrissur,31224,22018,89
22-Oct-20,Wayanad,6117,5034,5
23-Oct-20,Alappuzha,27679,20051,83
23-Oct-20,Ernakulam,38748,26672,125
23-Oct-20,Idukki,6304,4590,7
23-Oct-20,Kannur,22052,16079,91
23-Oct-20,Kasaragod,17494,14346,66
23-Oct-20,Kollam,28921,22318,97
23-Oct-20,Kottayam,20266,12913,40
23-Oct-20,Kozhikode,41729,31587,120
23-Oct-20,Malappuram,46301,34422,133
23-Oct-20,Palakkad,23103,15138,48
23-Oct-20,Pathanamthitta,13509,10980,9
23-Oct-20,Thiruvananthapuram,53222,43593,368
23-Oct-20,Thrissur,32244,22957,90
23-Oct-20,Wayanad,6263,5147,5
24-Oct-20,Alappuzha,28385,20523,84
24-Oct-20,Ernakulam,39918,27210,128
24-Oct-20,Idukki,6505,4639,7
24-Oct-20,Kannur,22482,16434,95
24-Oct-20,Kasaragod,17694,14731,67
24-Oct-20,Kollam,29658,23056,100
24-Oct-20,Kottayam,20724,13430,42
24-Oct-20,Kozhikode,42499,32527,122
24-Oct-20,Malappuram,47020,34629,134
24-Oct-20,Palakkad,23560,15597,48
24-Oct-20,Pathanamthitta,13840,11230,9
24-Oct-20,Thiruvananthapuram,54131,44544,373
24-Oct-20,Thrissur,33330,23438,93
24-Oct-20,Wayanad,6342,5273,5
25-Oct-20,Alappuzha,28927,21392,89
25-Oct-20,Ernakulam,40734,28326,133
25-Oct-20,Idukki,6657,4730,7
25-Oct-20,Kannur,22756,16971,96
25-Oct-20,Kasaragod,17831,15072,67
25-Oct-20,Kollam,30185,23585,100
25-Oct-20,Kottayam,21110,13729,43
25-Oct-20,Kozhikode,43368,33260,122
25-Oct-20,Malappuram,47673,35681,140
25-Oct-20,Palakkad,23934,16016,48
25-Oct-20,Pathanamthitta,14143,11336,10
25-Oct-20,Thiruvananthapuram,54843,45485,380
25-Oct-20,Thrissur,34341,23921,93
25-Oct-20,Wayanad,6429,5406,5
26-Oct-20,Alappuzha,29259,21889,91
26-Oct-20,Ernakulam,41191,29422,134
26-Oct-20,Idukki,6736,4796,7
26-Oct-20,Kannur,22930,17068,99
26-Oct-20,Kasaragod,17895,15274,69
26-Oct-20,Kollam,30501,24307,100
26-Oct-20,Kottayam,21304,13920,44
26-Oct-20,Kozhikode,43865,34283,122
26-Oct-20,Malappuram,48526,36683,141
26-Oct-20,Palakkad,24210,16470,49
26-Oct-20,Pathanamthitta,14167,11516,10
26-Oct-20,Thiruvananthapuram,55356,46232,380
26-Oct-20,Thrissur,34821,24644,97
26-Oct-20,Wayanad,6457,5513,10
27-Oct-20,Alappuzha,29906,22421,91
27-Oct-20,Ernakulam,41907,30336,138
27-Oct-20,Idukki,6785,4868,8
27-Oct-20,Kannur,23188,17436,101
27-Oct-20,Kasaragod,17960,15484,70
27-Oct-20,Kollam,30830,24841,103
27-Oct-20,Kottayam,21699,14156,44
27-Oct-20,Kozhikode,44462,35230,124
27-Oct-20,Malappuram,49232,37676,142
27-Oct-20,Palakkad,24547,16658,50
27-Oct-20,Pathanamthitta,14279,11669,10
27-Oct-20,Thiruvananthapuram,55769,46886,383
27-Oct-20,Thrissur,35551,25747,103
27-Oct-20,Wayanad,6560,5624,10
28-Oct-20,Alappuzha,30696,22787,93
28-Oct-20,Ernakulam,43157,30969,142
28-Oct-20,Idukki,6900,4958,8
28-Oct-20,Kannur,23694,17794,101
28-Oct-20,Kasaragod,18163,15823,70
28-Oct-20,Kollam,31765,25300,104
28-Oct-20,Kottayam,22293,15176,44
28-Oct-20,Kozhikode,45611,35950,125
28-Oct-20,Malappuram,49780,38704,143
28-Oct-20,Palakkad,24996,17393,52
28-Oct-20,Pathanamthitta,14539,11934,10
28-Oct-20,Thiruvananthapuram,56554,47480,388
28-Oct-20,Thrissur,36569,26663,113
28-Oct-20,Wayanad,6748,5761,11
29-Oct-20,Alappuzha,31484,23155,96
29-Oct-20,Ernakulam,43959,31569,143
29-Oct-20,Idukki,7068,5024,9
29-Oct-20,Kannur,24113,18473,105
29-Oct-20,Kasaragod,18350,15994,70
29-Oct-20,Kollam,32247,25751,104
29-Oct-20,Kottayam,22682,16226,44
29-Oct-20,Kozhikode,46303,36956,125
29-Oct-20,Malappuram,50369,40004,148
29-Oct-20,Palakkad,25365,17961,52
29-Oct-20,Pathanamthitta,14809,12133,10
29-Oct-20,Thiruvananthapuram,57343,48360,397
29-Oct-20,Thrissur,37552,27700,115
29-Oct-20,Wayanad,6841,5860,12
30-Oct-20,Alappuzha,32148,23877,97
